Title,Summary,Date,Source URL,Article URL,Document_Type,Product_Type,Countries,Regions,Drug_names,Language,Source_File,title_english,summary_english,Detail_URL,Source_URL,Article_URL
FDA publishes 200 complete response letters in transparency effort,"The US Food and Drug Administration (FDA) on Thursday published more than 200 complete response letters (CRLs) sent to drugmakers outlining the reasons for their products’ rejections in a centralized database. All of the letters pertain to products that were later approved, and most of the letters were previously published by FDA as part of each respective drug’s approval package.   The letters are now available on the agency’s openFDA resource; previously, the publish...",10/07/2025,https://www.raps.org/news-and-articles/news-articles?sortby=Date&pagesize=12&page=5,https://www.raps.org/news-and-articles/news-articles/2025/7/fda-publishes-200-complete-response-letters-in-tra,Letter,Other,Global,Global,None,English,raps.xlsx,None,None,None,None,None
Recon: FDA approves Moderna's COVID shot for at risk children; Merck to buy Verona for $10B,"Welcome to Regulatory Reconnaissance, your regulatory news and intelligence briefing.   In Focus: US Moderna gets full US approval for COVID shot in at-risk children 6 months and older ( Reuters ) US FDA publishes 200 complete response letters from archive in transparency drive ( Reuters ) ( STAT ) J&J defeats generic drugmakers in US appeal over schizophrenia treatment ( Reuters ) Merck to buy lung-disease biotech Verona Pharma for $10 billion ( STAT ) ( FT ) US ...",10/07/2025,https://www.raps.org/news-and-articles/news-articles?sortby=Date&pagesize=12&page=5,https://www.raps.org/news-and-articles/news-articles/2025/7/recon-fda-approves-modernas-covid-shot-for-at-risk,Letter,Other,Global,Global,None,English,raps.xlsx,None,None,None,None,None
"Euro Roundup: EMA survey shows SMEs want simplification, streamlining to ease regulatory burdens","Small and medium-sized enterprises (SMEs) have asked the European Medicines Agency (EMA) to simplify and streamline regulations to ease some of the burdens on their operations.   EMA collected the views of SMEs in an online survey that garnered 266 unique and valid responses. The survey showed “strong satisfaction with EMA’s support, especially regulatory assistance services, fee incentives, the SME qualification process and training,” the agency said. Respondents prai...",10/07/2025,https://www.raps.org/news-and-articles/news-articles?sortby=Date&pagesize=12&page=5,https://www.raps.org/news-and-articles/news-articles/2025/7/euro-roundup-ema-survey-shows-smes-want-simplifica,Law,Other,Global,Global,None,English,raps.xlsx,None,None,None,None,None
EU expert group established for pediatric and rare disease devices,"The European Commission on Monday published a regulation that establishes a new expert panel on medical devices focused on pediatrics and rare diseases. The measure was supported by many organizations and patient groups in the EU, who expressed hope that the panels would encourage the development of more devices to treat the pediatric population.   The panel will provide scientific, technical, and clinical opinions to support the development of medical devices intended...",09/07/2025,https://www.raps.org/news-and-articles/news-articles?sortby=Date&pagesize=12&page=5,https://www.raps.org/news-and-articles/news-articles/2025/7/eu-expert-group-established-for-pediatric-and-rare,NDA Approval,Medical Device,"Global, European Union","Global, European Union",None,English,raps.xlsx,None,None,None,None,None
EMA - Clinical Trials Highlights July 2025,"23rd July 2025 EMA - Clinical Trials Highlights July 2025 Featuring: ACT EU News, CTIS Training, CTIS Events and more. View Now Share your experience on trustpilot.com",23/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/ema-clinical-trials-highlights-july-2025/,Law,Other,European Union,European Union,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Digital mental health technology webinar,2nd June 2025 MHRA - Digital mental health technology The Wellcome Trust has funded a 3-year project focusing on effective regulation and evaluation of digital mental health technology. Review the recording of our webinar from Thursday 15 May 2025.,02/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-digital-mental-health-technology-webinar/,Other Type,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
EMA - Veterinary Medicines Highlights,"2nd June 2025 EMA - Veterinary Medicines Highlights Quarterly news, activities and interviews from EMA Veterinary Medicines Division May edition out now. View here Share your experience on trustpilot.com",02/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/ema-veterinary-medicines-highlights/,Law,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
FDA - FDA Launches Agency-Wide AI Tool to Optimise Performance for the American People,"3rd June 2025 FDA - FDA Launches Agency-Wide AI Tool to Optimise Performance for the American People The U.S. Food and Drug Administration (FDA) today launched Elsa, a generative Artificial Intelligence (AI) tool designed to help employees—from scientific reviewers to...",03/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/fda-fda-launches-agency-wide-ai-tool-optimise-perf/,Form,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA Blog - A Voyage in Good Distribution Practice (GDP): The Aviation and Marine Sectors,4th June 2025 MHRA Blog - A Voyage in Good Distribution Practice (GDP): The Aviation and Marine Sectors View now Share your experience on trustpilot.com,04/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-blog-voyage-good-distribution-practice-gdp-av/,Law,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - RegulatoryConnect Webinar Added,5th June 2025 MHRA - RegulatoryConnect Webinar Added View Now Share your experience on trustpilot.com,05/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-regulatoryconnect-webinar-added/,Other Type,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - MHRA launches new digital hub in Leeds to drive innovation and regional growth,"6th June 2025 MHRA - MHRA launches new digital hub in Leeds to drive innovation and regional growth A new digital hub in Leeds is being launched by the Medicines and Healthcare products Regulatory Agency (MHRA), marking a significant step...",06/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-mhra-launches-new-digital-hub-leeds-drive-inn/,Announcement,Drug Substance,United Kingdom,Northern Europe,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Documentation for implementation of data requirements under the new Post-Market Surveillance regulations,10th June 2025 MHRA - Documentation for implementation of data requirements under the new Post-Market Surveillance regulations Documentation to support changes made to reporting Manufacturer Incident Reports (MIRs) and Field Safety Corrective Action Reports (FSCAs) to the MHRA following implementation...,10/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-documentation-implementation-data-requirement/,Amendment,Medical Device,United Kingdom,Northern Europe,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Human medicines Modular Manufacture and Point of Care regulations 2025: Overview,11th June 2025 MHRA - Human medicines Modular Manufacture and Point of Care regulations 2025: Overview Information to help you understand and prepare for the main regulatory changes that The Human Medicines (Amendment) Modular Manufacture and Point of Care regulations...,11/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-human-medicines-modular-manufacture-and-point/,Amendment,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Decentralised Manufacture Guidance Documents,11th June 2025 MHRA - Decentralised Manufacture Guidance Documents now available: Decentralised manufacture: Clinical Trial Authorisation (CTA) and Good Clinical Practice (GCP) Decentralised manufacture: UK Guideline on Good Manufacturing Practice (GMP) Decentralised Manufacture: Labelling Decentralised Manufacture: UK Guideline of Good...,11/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-decentralised-manufacture-guidance-documents/,Law,Other,United Kingdom,Northern Europe,None,English,RQA_news.xlsx,None,None,None,None,None
Pharmacovigilance News - March 2025 to May 2025,12th June 2025 Pharmacovigilance News - March 2025 to May 2025 View Now Share your experience on trustpilot.com,12/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/pharmacovigilance-news-march-2025-may-2025/,Other Type,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
EMA - Overview of comments received on ICH M11 Technical Specification Updated Step 2b,12th June 2025 EMA - Overview of comments received on ICH M11 Technical Specification Updated Step 2b The ICH M11 draft guidelines covers the clinical study protocol template and technical specifications. Following the end of public consultation on 22 April...,12/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/ema-overview-comments-received-ich-m11-technical-s/,Directive,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Unprecedented boost for clinical trials under 10 Year Health Plan,"16th June 2025 MHRA - Unprecedented boost for clinical trials under 10 Year Health Plan Patients will receive the most cutting-edge treatments years earlier than planned under the government’s 10 Year Health Plan, which will speed-up clinical trials so the...",16/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-unprecedented-boost-clinical-trials-under-10-/,Announcement,Small Molecule,United Kingdom,Northern Europe,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Human Medicines Highlights June 2025,16th June 2025 MHRA - Human Medicines Highlights June 2025 June 2025 Edition out now. Share your experience on trustpilot.com,16/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-human-medicines-highlights-june-2025/,Other Type,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - First major overhaul of medical device regulation comes into force across Great Britain,"16th June 2025 MHRA - First major overhaul of medical device regulation comes into force across Great Britain From today (16 June 2025), a landmark reform of how medical devices are regulated in Great Britain takes effect, as part of...",16/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-first-major-overhaul-medical-device-regulatio/,Law,Medical Device,United Kingdom,Northern Europe,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Electronic Common Technical Document (eCTD) submissions update,"18th June 2025 MHRA - Electronic Common Technical Document (eCTD) submissions update To improve the quality of submissions, the MHRA now requires stricter adherence to eCTD specifications. In accordance with the ICH (International Conference on Harmonisation of Technical Requirements of...",18/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-electronic-common-technical-document-ectd-sub/,Meeting,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
"MHRA - Fast, Expert and Open – how the MHRA is poised to become a global leader in risk-proportionate regulation","19th June 2025 MHRA - Fast, Expert and Open – how the MHRA is poised to become a global leader in risk-proportionate regulation New MHRA CEO and other senior leaders from the UK Medicines and Healthcare products Regulatory Agency (MHRA)...",19/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-fast-expert-and-open-how-mhra-poised-become-g/,Press Release,Other,"United States, United Kingdom","Northern Europe, North America",None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - AI breakthroughs drive expansion of ‘Airlock’ testing programme,24th June 2025 MHRA - AI breakthroughs drive expansion of ‘Airlock’ testing programme MHRA opens second round of applications to test cutting-edge AI medical technologies following successful pilot phase. Read More Share your experience on trustpilot.com,24/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-ai-breakthroughs-drive-expansion-airlock-test/,Other Type,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - AI Airlock Phase 2 application,24th June 2025 MHRA - AI Airlock Phase 2 application The call for application for phase 2 of the AI Airlock is now open. This page contains information on eligibility and how to apply:  https://www.gov.uk/government/publications/ai-airlock-phase-2-application Share your experience on trustpilot.com,24/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-ai-airlock-phase-2-application/,Form,Small Molecule,United Kingdom,Northern Europe,None,English,RQA_news.xlsx,None,None,None,None,None
EMA - CTIS Newsflash Replaced with Clinical Trials Highlights Newsletter,"24th June 2025 EMA - Important Update: Changes to the CTIS Newsflash From July 2025, the biweekly CTIS Newsflash will be replaced by the Clinical Trials Highlights Newsletter. This newsletter will now be released monthly, offering a more comprehensive overview...",24/06/2025,https://www.therqa.com/news/,https://www.therqa.com/news/ema-ctis-newsflash-replaced-clinical-trials-highli/,Letter,Other,European Union,European Union,None,English,RQA_news.xlsx,None,None,None,None,None
NHS HRA - New CT Guideline and Survey,"1st July 2025 HRA have  published new guidance  to accompany the updated clinical trials regulations which come into force on 28 April 2026. The guidance explains what will change in terms of processes, legal requirements, and expectations for anyone involved...",01/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/nhs-hra-new-ct-guideline-and-survey/,Instructions,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
"MHRA - AI Airlock, CERSIs and a new global AI network for health regulators","1st July 2025 MHRA - AI Airlock, CERSIs and a new global AI network for health regulators Marinos Ioannides, Head of Software and AI Medical Devices talks on AI Airlock, CERSIs and a new global AI network for health regulators...",01/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-ai-airlock-cersis-and-new-global-ai-network-h/,Other Type,Medical Device,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
HRA Blog - Information governance in research,"1st July 2025 HRA Blog - Information governance in research ""The world of information governance (IG) in health and care research can often feel murky, shrouded in nuance and clouded by uncertainty. This is especially true for those who are...",01/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/hra-blog-information-governance-research/,Form,Other,"Global, United Kingdom","Northern Europe, Global",None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Decentralised Manufacturing Regulations Update Webinar,"3rd July 2025 MHRA - Decentralised Manufacturing Regulations Update Webinar Watch the video recording of the Decentralised Manufacturing Regulations Update Webinar, which took place on Tuesday 17 June 2025 View Now Share your experience on trustpilot.com",03/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-decentralised-manufacturing-regulations-video/,Law,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Decentralised Manufacturing Regulations Update Webinar,"3rd July 2025 MHRA - Decentralised Manufacturing Regulations Update Webinar Watch the video recording of the Decentralised Manufacturing Regulations Update Webinar, which took place on Tuesday 17 June 2025 View Now Share your experience on trustpilot.com",03/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-decentralised-manufacturing-regulations-updat/,Law,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
ICH - ICH E20 Draft Guideline Available,"3rd July 2025 ICH - ICH E20 Draft Guideline Available ICH E20 Draft Guideline is Available Now on the ICH Website, 25th June 2025 The ICH E20 draft Guideline on “Adaptive Design for Clinical Trials” has reached Step 2b of...",03/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/ich-ich-e20-draft-guideline-available/,Directive,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
EDQM - 182nd session,3rd July 2025 EDQM - 182nd session Highlights include: View More Share your experience on trustpilot.com,03/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/edqm-182nd-session/,Meeting,Other,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Medical devices: Standardised format for the periodic safety update report,4th July 2025 MHRA - Medical devices: Standardised format for the periodic safety update report Information and recommendations for manufacturers on the preparation and presentation of a periodic safety update report (PSUR). Read Now Share your experience on trustpilot.com,04/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-medical-devices-standardised-format-periodic-/,Law,Medical Device,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
EC - Stakeholders’ Consultation on EudraLex Volume 4,"8th July 2025 EC - Stakeholders’ Consultation on EudraLex Volume 4 Good Manufacturing Practice Guidelines: Chapter 4, Annex 11 and New Annex 22 In light of the rapid advancement of digital technologies and the implementation of AI systems in pharmaceutical...",08/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/ec-stakeholders-consultation-eudralex-volume-4/,Law,Drug Substance,Global,Global,None,English,RQA_news.xlsx,None,None,None,None,None
MHRA - Medicines and Medical Devices Act 2021 – Stakeholder survey - Open Call for Evidence,"23rd July 2025 MHRA - Medicines and Medical Devices Act 2021 – Stakeholder survey - Open Call for Evidence The Medicines and Healthcare products Regulatory Agency (MHRA), in collaboration with the Department of Health and Social Care (DHSC), is conducting...",23/07/2025,https://www.therqa.com/news/,https://www.therqa.com/news/mhra-medicines-and-medical-devices-act-2021-stakeh/,Law,Medical Device,United Kingdom,Northern Europe,None,English,RQA_news.xlsx,None,None,None,None,None
Now the decision is made - Swetrial will become a reality!,Swetrial is a new national partnership for clinical trials.,31/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/nu-ar-beslutet-fattat---swetrial-ska-bli-verklighet,Other Type,Other,"Sweden, Global","Northern Europe, Global",[],Swedish,SEnnews.xlsx,None,None,None,None,None
New injection to prevent HIV infection in the EU and globally,"Lenacapavir, which is marketed under the name YEYTUO, is a drug that binds to the proteins in the HIV virus's outer shell and prevents the virus's ability to reproduce.",28/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/ny-injektion-for-att-forebygga-hiv-infektion-i-eu-och-globalt,Other Type,Other,"Zambia, Thailand, Vietnam, European Union, Global, Kenya, Zimbabwe, South Africa, Nigeria, Uganda","Western Africa, Eastern Africa, European Union, Global, Southern Africa, Southeast Asia",[],Swedish,SEnnews.xlsx,None,None,None,None,None
Measures to secure access to anti-D immunoglobulins,Anti-D immunoglobulins are today the only available treatment to prevent RHD immunization during pregnancy.,07/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/atgarder-for-att-sakra-tillgangen-till-anti-d-immunoglobuliner,Other Type,Other,"European Union, Sweden","Northern Europe, European Union",[],Swedish,SEnnews.xlsx,None,None,None,None,None
The Swedish Medicines Agency offers generative AI to pharmaceutical authorities in the EU,"Since March 2025, Regulus (Regulatory Universal Support), which is the Swedish Medicines Agency's own developed system for generative AI, has been used internally.",07/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/lakemedelsverket-erbjuder-generativ-ai-till-lakemedelsmyndigheter-i-eu,Other Type,Other,"European Union, Sweden","Northern Europe, European Union",[],Swedish,SEnnews.xlsx,None,None,None,None,None
Five new substances become drugs,"On a proposal from the Public Health Authority, the government has decided that the following five substances should be classified as drugs from 15 July 2025 (SFS 2025: 662):
3-methyl-alpha-piHP (3'hor-Mey-alpha-rant)
Pyrofenidone
2-chloromethcatinone (2br-CMC)
ADB-4en-5BR-Pinaca (ADMBA-4ENAP-5BRA-PINACA)
Spirochlorine (RAD-6890).",02/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/fem-nya-amnen-blir-narkotika,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Incorrect mammography response identified - the error fixed,Sectra Workstation IDS7 is an image processing system from manufacturer Sectra AB.,01/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/felaktiga-mammografisvar-identifierade--felet-atgardat,Other Type,Other,"Norway, Sweden, Global, Denmark","Northern Europe, Global",[],Swedish,SEnnews.xlsx,None,None,None,None,None
First treatment for liver damage caused by fatty liver is recommended for approval in the EU,MASH (Metabolic Dysfunction-Associated Steatohepatitis) is a serious form of fatty liver where fat accumulation leads to inflammation and liver damage.,23/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/forsta-behandlingen-mot-leverskador-orsakade-av-fettlever-rekommenderas-for-godkannande-i-eu,Form,Other,"European Union, Global","European Union, Global","['rezdiffra', 'thyroid hormone receptor']",Swedish,SEnnews.xlsx,None,None,None,None,None
The Swedish Medicines Agency shall investigate the division of responsibilities for human biological material,"On behalf of the government, the authorities will develop a new national scheme for permits and supervision in terms of human materials (soho system).",19/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/lakemedelsverket-ska-utreda-ansvarsfordelningen-for-humanbiologiskt-material,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
The Dost Service for Medicines must work even in crises and war,"At the end of March, a meeting was held within the national drug strategy where authorities, companies, organizations and regions gathered to discuss the current situation and the desired location for the dost service.",18/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/dostjansten-for-lakemedel-maste-fungera-aven-vid-kriser-och-krig,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Important treatment advice for care at Covid-19-Continued risk for the elderly and people in risk group,The risk of becoming seriously ill or dying from Covid Väslas at high age-whether the person is vaccinated or has other illnesses.,12/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/viktiga-behandlingsrad-till-varden-vid-covid-19--fortsatt-risk-for-aldre-och-personer-i-riskgrupp,Other Type,Vaccine,Global,Global,"['ritonavir', 'remdesivir', 'oxygen', 'heparin']",Swedish,SEnnews.xlsx,None,None,None,None,None
Swetrial sharpen Sweden's competitiveness within clinical trials,"Clinical trials are crucial for better health, for Sweden's future competitiveness and for prosperity in healthcare.",10/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/swetrial-vassar-sveriges-konkurrenskraft-inom-kliniska-provningar,Other Type,Other,"Sweden, Global","Northern Europe, Global",[],Swedish,SEnnews.xlsx,None,None,None,None,None
Sweden needs a national strategy for collection of plasma for drug manufacturing,There is currently no national target image and actor with formal responsibility for ensuring the availability of plasma as raw material for drug manufacturing in Sweden.,09/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/sverige-behover-en-nationell-strategi-for-insamling-av-plasma-for-lakemedelstillverkning,Other Type,Other,Sweden,Northern Europe,[],Swedish,SEnnews.xlsx,None,None,None,None,None
The Swedish Medicines Agency is working to strengthen the implementation of the regulations for medical technology products,"In its review of the supervision of medical technology products (the Government's letter 2024/25: 149), the OAG states that the low knowledge of the regulations for medical technology products among companies, health care and social services makes compliance with the EU MDR and IVDR.",03/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/lakemedelsverket-arbetar-med-att-starka-implementering-av-regelverken-for-medicintekniska-produkter,Other Type,IVD,"European Union, Sweden","Northern Europe, European Union",[],Swedish,SEnnews.xlsx,None,None,None,None,None
The Swedish Medicines Agency proposes improved requirements for parallel traded drugs,"For parallel medicines, there is no requirement to report whether they are available or not.",03/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/lakemedelsverket-foreslar-forbattrade-krav-pa-parallellhandlade-lakemedel,Other Type,Other,Sweden,Northern Europe,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Knowledge of ADHD drugs must increase,"During the 2000s, mental illness has increased, that is, from self-esteemed mental mental disorders to diagnosed psychiatric conditions.",02/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/kunskapen-om-adhd-lakemedel-maste-oka,Other Type,Other,"European Union, Sweden, Global","Northern Europe, European Union, Global",[],Swedish,SEnnews.xlsx,None,None,None,None,None
The Swedish Medicines Agency wants pharmacies to have extended opportunities to act in case of drug shortages,"The Swedish Medicines Agency is working on an investigation into opportunities for pharmacists to change medicines in deficiency situations. In an initial analysis, the Swedish Medicines Agency sees that it should be possible for pharmacists at pharmacies to replace medicines in deficiency situations in certain circumstances. It requires a careful assessment of which drugs can be replaced and under what conditions. Works for the possibility of replacing medicines and breaking packaging the Swedish Medicines Agency also works with the conditions to be able to break drug packaging at pharmacies to distribute drugs to several patients in deficiency situations. Such handling also requires a careful assessment of which drugs can be broken ...",02/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/lakemedelsverket-vill-att-apotek-ska-fa-utokade-mojligheter-att-agera-vid-lakemedelsbrist,Other Type,Other,Sweden,Northern Europe,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Positively that reports of suspected side effects of drugs to animals are greatly increasing,"A total of 1,281 reports on animal medicines were received in 2024, compared with 664 apports in 2020.",02/06/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/positivt-att-rapporter-om-misstankta-biverkningar-av-lakemedel-till-djur-okar-kraftigt,Other Type,Other,"European Union, Global","European Union, Global",[],Swedish,SEnnews.xlsx,None,None,None,None,None
"Clothing, shadow and common sense most important sunscreen","On social media, many myths and incorrect information are disseminated that risk doing harm.",27/05/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/klader-skugga-och-sunt-fornuft-viktigaste-solskydden,Other Type,Other,Bulgaria,Eastern Europe,[],Swedish,SEnnews.xlsx,None,None,None,None,None
The Swedish Medicines Agency wants suggestions for changes that simplify,"By filling out a form or email, companies can now submit simplification proposals that can reduce companies' regulatory and administrative costs.",26/05/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/lakemedelsverket-vill-ha-forslag-pa-forandringar-som-forenklar,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Safer drugs thanks to reports of suspected side effects,"On average, the Swedish Medicines Agency receives about 8,000 goods to the authority per year. The fact that the figure 2024 is higher is mainly due to the fact that since May 2024, the Swedish Medicines Agency is constantly obtaining Swedish reports from the European side effect database Eudravigilance. These are reports of suspected side effects that have been sent directly to the pharmaceutical companies. - An increased number of reports contributes to an earlier discovery of new safety risks with drugs. It is especially important to report serious or unknown suspected side effects. The reports give us a basis for measures that protect patient safety, says Susanne Lindahl, Head of Unit at the Swedish Medicines Agency. The drug substances that were reported in ... in 2024 in ...",26/05/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/sakrare-lakemedel-tack-vare-rapporter-om-misstankta-biverkningar,BLA Approval,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Was on chopping when the snake is up,The Poison Information Center makes risk assessments and provides advice on emergency poisoning permits.,22/05/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/var-pa-hugget-nar-ormen-ar-framme,Form,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Counterfeit Mounjaro with Swedish text sold illegally,Increased demand for this type of drug has led to forgery in the black market.,21/05/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/forfalskat-mounjaro-med-svensk-text-saljs-olagligt,Other Type,Other,Global,Global,['mounjaro'],Swedish,SEnnews.xlsx,None,None,None,None,None
Continued appeal to prescribe GLP-1 receptor agonists only within approved indication,"Although there are currently no extensive deficiency situations on GLPA-1 receptor agonists, there is still a risk that patients with diabetes can stand without their medication if the drugs are largely prescribed outside approved indication.",12/05/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/fortsatt-vadjan-om-att-forskriva-glp-1-receptoragonister-endast-inom-godkand-indikation,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Seven new substances become drugs,"On the proposal of the Public Health Authority, the government has decided that the following seven opioids, of which five Nitazens, should be classified as drugs from 6 May 2025 (SFS 2025: 264): Chlorine Isobutonitaz Sekbutonitazen Fluetonitazen N-Pyrrolidonitazen Cycorin none of the substances are used for medical purposes. They have therefore been included in the list of in the Swedish Medicines Agency's regulations on lists of drugs (amendment change HSLFAP-S 2025: 8). The change means that from 6 May 2025, permission from the Swedish Medicines Agency is required to introduce or out the above substances. Also for manufacturing, trade or holding, with the exceptions contained in the Drug Control Act, ...",28/04/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/sju-nya-amnen-blir-narkotika,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Ann Lindberg becomes new Director General of the Swedish Medicines Agency,Ann Lindberg is Director General of the National Veterinary Institute (SVA) since December 2019.,23/04/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/ann-lindberg-blir-ny-generaldirektor-for-lakemedelsverket,Other Type,Other,"Sweden, Global","Northern Europe, Global",[],Swedish,SEnnews.xlsx,None,None,None,None,None
